"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8652","test_student_registration","tests","2026-04-03","passed","2026-04-03","","test_student_registration","",""
